WP_002566501.1	610130.Closa_3754	1.5e-29	133.3	RPSZ	GO:0003674,GO:0003735,GO:0005198,GO:0006412,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0019538,GO:0034645,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0071704,GO:1901576	K02954		bactNOG[38]	082QR@bactNOG,0EVEW@cloNOG,0NNYP@firmNOG,COG0199@NOG	NA|NA|NA	J	Binds 16S rRNA, required for the assembly of 30S particles and may also be responsible for determining the conformation of the 16S rRNA at the A site (By similarity)
WP_002576373.1	610130.Closa_3682	3.7e-91	339.3					bactNOG[38]	08NAZ@bactNOG,0EV1F@cloNOG,0NFB2@firmNOG,0XRRU@NOG	NA|NA|NA	S	Toxin-antitoxin system, toxin component
WP_002576387.1	610130.Closa_3697	4e-37	158.7					bactNOG[38]	05ZN2@bactNOG,0EUJ1@cloNOG,0NPSE@firmNOG,0XWR2@NOG	NA|NA|NA		
WP_002576404.1	626939.HMPREF9443_02171	1.5e-30	136.7					bactNOG[38]	05K5W@bactNOG,0NKPB@firmNOG,0X524@negNOG,11TQ2@NOG	NA|NA|NA		
WP_002601553.1	610130.Closa_0599	3.1e-19	98.6	SCFA				bactNOG[38]	067TY@bactNOG,0EWYJ@cloNOG,0NQYW@firmNOG,0XUIZ@NOG	NA|NA|NA	S	RSAM-modified six-cysteine peptide
WP_002603763.1	610130.Closa_2232	4.8e-82	308.9	CG3417		K01518,K03574,K18445		bactNOG[38]	08WNV@bactNOG,0ETCT@cloNOG,0NK82@firmNOG,COG0494@NOG	NA|NA|NA	L	Nudix hydrolase
WP_003497809.1	476272.RUMHYD_02806	5.8e-13	77.4	RPMJ	GO:0003674,GO:0003735,GO:0005198,GO:0006412,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0019538,GO:0034645,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0071704,GO:1901576	K02919		bactNOG[38]	067V7@bactNOG,0EX0P@cloNOG,0NR0T@firmNOG,COG0257@NOG	NA|NA|NA	J	50S ribosomal protein L36
WP_003504099.1	411902.CLOBOL_04006	6.3e-22	107.8	RPSU	GO:0003674,GO:0003735,GO:0005198,GO:0006412,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0019538,GO:0034645,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0071704,GO:1901576	K02970		bactNOG[38]	05VCC@bactNOG,0EVBG@cloNOG,0NNJD@firmNOG,COG0828@NOG	NA|NA|NA	J	30S ribosomal protein S21
WP_005929785.1	411483.FAEPRAA2165_00531	3.6e-42	175.6					bactNOG[38]	05GFF@bactNOG,0ETDQ@cloNOG,0NKJ6@firmNOG,11RXP@NOG	NA|NA|NA		
WP_005929794.1	411483.FAEPRAA2165_00535	3.6e-80	302.8					bactNOG[38]	08FVU@bactNOG,0F6MK@cloNOG,0P5SJ@firmNOG,0XUC3@NOG	NA|NA|NA	K	HTH_XRE
WP_005929853.1	610130.Closa_3695	8.5e-108	394.8					bactNOG[38]	07MJP@bactNOG,0ER03@cloNOG,0NGUP@firmNOG,11KAX@NOG	NA|NA|NA	S	Domain of unknown function (DUF1788)
WP_005929916.1	610130.Closa_3717	1.4e-151	540.8					bactNOG[38]	05CYH@bactNOG,0ENZF@cloNOG,0NE35@firmNOG,0XPC1@NOG	NA|NA|NA	S	conjugative transposon membrane protein
WP_006771855.1	610130.Closa_3740	3.3e-66	256.1	RPSK	GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005623,GO:0005886,GO:0006412,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016020,GO:0019538,GO:0034645,GO:0040007,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044464,GO:0071704,GO:0071944,GO:1901576	K02948		bactNOG[38]	08UHH@bactNOG,0ESEQ@cloNOG,0NI3B@firmNOG,COG0100@NOG	NA|NA|NA	J	Located on the platform of the 30S subunit, it bridges several disparate RNA helices of the 16S rRNA. Forms part of the Shine-Dalgarno cleft in the 70S ribosome (By similarity)
WP_006775035.1	610130.Closa_1957	1.8e-27	126.3	RPMB		K02902		bactNOG[38]	05VB9@bactNOG,0EVB4@cloNOG,0NNJP@firmNOG,COG0227@NOG	NA|NA|NA	J	50S ribosomal protein L28
WP_008396502.1	610130.Closa_3701	1.3e-42	177.2					bactNOG[38]	06S8X@bactNOG,0F04Y@cloNOG,0NVT3@firmNOG,0YJ6B@NOG	NA|NA|NA		
WP_010723032.1	610130.Closa_0271	3.7e-42	175.6					bactNOG[38]	05SIC@bactNOG,0EU35@cloNOG,0NNEE@firmNOG,11VUM@NOG	NA|NA|NA		
WP_011988858.1	431943.CKL_0289	1.7e-29	133.3					bactNOG[38]	05K5W@bactNOG,0EU4E@cloNOG,0NKPB@firmNOG,11TQ2@NOG	NA|NA|NA	S	conjugative transposon membrane protein
WP_012104147.1	431943.CKL_3835	2.5e-212	743.0					bactNOG[38]	08SFB@bactNOG,0EYIY@cloNOG,0NMB7@firmNOG,COG0542@NOG	NA|NA|NA	O	Torsin
WP_012104148.1	431943.CKL_3836	1.7e-132	477.2					bactNOG[38]	05Z9K@bactNOG,0EYAT@cloNOG,0NUG0@firmNOG,123NP@NOG	NA|NA|NA		
WP_012104171.1	431943.CKL_3859	8.2e-52	208.0					bactNOG[38]	08VZQ@bactNOG,0ES8S@cloNOG,0NI1U@firmNOG,11IS1@NOG	NA|NA|NA	K	Helix-turn-helix
WP_012104172.1	431943.CKL_3860	6.7e-41	171.4					bactNOG[38]	05WTY@bactNOG,0EW95@cloNOG,0NPFB@firmNOG,123WG@NOG	NA|NA|NA		
WP_012104173.1	431943.CKL_3861	0.0	1190.6	VIRD4	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	K03205		bactNOG[38]	05E80@bactNOG,0EP3R@cloNOG,0ND6S@firmNOG,COG3505@NOG	NA|NA|NA	U	TraG TraD family protein
WP_012104183.1	431943.CKL_3869	3.3e-44	182.6					bactNOG[38]	06VTY@bactNOG,0F0NI@cloNOG,0NWDC@firmNOG,0YQAU@NOG	NA|NA|NA		
WP_012621061.1	610130.Closa_3133	3.2e-87	326.2					bactNOG[38]	05GYE@bactNOG,0ET3Z@cloNOG,0NK44@firmNOG,11SEN@NOG	NA|NA|NA		
